,q2_m_edu,q3_m_job,q4_m_jobtype,q5_m_weight,q6_m_height,q8_f_edu,q9_f_job,q10_f_jobtype,q11_f_weight,q12_f_height,q13_mom_live,q13_f_live,q13_child_live,q13_grand_live,q14,q15,q16,gender,relationship_with_child_gr,q17_picture_looklike,q17_picture_gender,q18_ideal_picture,q18_1_2pic,q19_1,q19_2,q19_3,q19_4,q20,q20_picture_gender,q21_1_years,q21_2_start_walking,q21_3_preschool,q22_1_fill,q22_2,q22_3,q22_4,q22_5,q22_6,q22_7,q22_8,q22_9,q22_10,q23,q24_1_binary,q24_2,q24_3,q24_4,q24_5,q25_1,q25_2,q25_3,q25_4,q25_5,q25_6,q25_7,q26_1,q26_2,q26_3,q26_4,q26_5,q26_6,q28_1,q28_2,q28_3,q29_1,q29_2,q29_3,q30_1,q30_2,q30_3,q30_4,q30_5,q30_6,q30_7,q30_8,q30_9,q30_10,q30_11,q30_12,q31_1,q31_2,q31_3,q32_1,q32_2,q32_3,q32_4,q32_5,q32_6,q32_7,q32_8,q32_9,q32_10,q32_11,q32_12,q32_13,q32_14,q32_15,q32_16,q32_17,q32_18,q32_19,q32_20,q32_21,q32_22,q32_23,q32_24,q32_25,q32_26,q33_1,q33_2,q33_3,q33_4,q33_5,q33_6,q33_7,q33_8,q33_9,q33_10,q33_11,q33_12,q33_13,q33_14,q33_15,q33_16,q33_17,q33_18,q34_1,q34_2,q34_3,q34_4,q34_5,q34_6,q34_7,q34_8,q34_9,q34_10,q34_11,q34_12,q35_1,q35_2,q35_3,q35_4,q35_5,q35_6,q35_7,q35_8,q35_9,q35_10,q35_11,q35_12,q35_13,q36,q37,q38,q39,q40,q41,q42,q43,q44,q45,q46,q47,q48_1,q48_2,q48_3,q48_4,q48_5,q48_6,q48_7,q48_8,q48_9,q48_10,q48_11,q48_12,q48_13,q48_14,q48_15,q48_16,q48_17,q48_18,q48_19,q48_20,q48_21,q48_22,q49,q50,q51,q52,q53,q54,q55_1,q55_2,q56,q57,q58,q59,q60,q61,q62,q63,q64,q65,q66,q67,q68,q70,q71_1,q71_2,q71_3,q71_4,q71_5,q72,q73,s_q5_gender,s_q7_1,s_q7_2,s_q7_3,s_q7_4,s_q7_5,s_q7_6,s_q8_1,s_q8_2,s_q8_3,s8_4_cikolatali_meyveli_sut,s_q8_5,s_q9_1,s_q9_2,s_q9_3,s_q9_4,s_q9_5,s_q9_6,s_q9_7,s_q9_8,s_q9_9,s_q9_10,s_q9_11,s_q10,s_q11_1,s_q11_2,s_q11_3,s_q11_4,s_q11_5,s_q11_6,s_q11_7,s_q11_8,s_q11_9,s_q11_10,s_q11_11,s_q11_12,s_q11_13,s_q11_14,s_q11_15,s_q11_16,s_q11_17,s_q11_18,s_q11_19,s_q12,s_q13,s_q14,s_q15,s_q16,s_q17,s_q18,s_q19,s_q20_1,s_q20_2,s_q20_3,s_q20_4,s_q20_5,s_q20_6,s_q20_7,s_q20_8,s_q20_9,s_q21_1,s_q21_2,s_q21_3,s_q21_4,s_q21_5,s_q21_6,s_q21_7,s_q21_8,s_q21_9,s_q21_10,s_q21_11,s_q21_12,s_q21_13,s_q21_14,s_q21_15,s_q21_16,s_q21_17,s_q22,s_q23_1,s_q23_2,s_q23_3,s_q23_4,s_q23_5,s_q23_6,s_q23_7,s_q24,s_q25,s_q26,s_q27_1,s_q27_2,s_q27_3,s_q27_4,s_q27_5,s_q27_6,s_q27_7,s_q27_8,s_q27_9,s_q27_10,s_q27_11,s_q27_12,s_q27_13,s_q27_14,s_q27_15,s_q27_16,s_q27_17,s_q27_18,s_q27_19,s_q27_20,s_q27_21,s_q27_22,s_q28_1,s_q28_2,s_q28_3,s_q28_4,s_q28_5,s_q28_6,s_q28_7,s_q28_8,s_q28_9,s_q28_10,s_q28_11,s_q28_12,s_q28_13,s_q28_14,s_q28_15,s_q29_picture,s_q29_picture_gender,s_q30_picture,s_q30_picture_gender,s_q31,s_measurement_clothing,s_measurement_time,s_healthy_eating_eating_behaviour,s_unhealthy_eating_eating_behaviour,s_self_efficiacy_physical_activity,s_self_efficiacy_healthy_eating,s_Physical_Activity_Outcome_Expectancies_f1,s_Physical_Activity_Outcome_Expectancies_f2,s_Physical_Activity_Home_Environment_f1,s_Physical_Activity_Home_Environment_f2,s_global_body_image,s_Parent_Encouragement,SES_school,education_gr_mother,education_gr_father,BMI_mother,BMI_father,Age_mother,age_gr_mother,Age_father,age_gr_father,picture_looklike_corresponding,picture_ideal_corresponding,difference_looklike_ideal,student_age,overweight_student,thinness_student,severe_thinness_student,overweight_mother,overweight_father,obesity_father,waist_above_cutt_off,difference_looklike_students,asset_one_car,asset_two_more_car,asset_travel_once,asset_travel_twice,asset_travel_more_twice,asset_computer_one,asset_computer_two,asset_computer_more_two,asset_heating_central_combi,asset_heating_stove,asset_heating_portable,asset_private_bathroom,asset_private_toilet,pre_obese_student,SES_lower,SES_medium,SES_higher,edu_mother_primary,edu_mother_secondary,edu_mother_tertiary,edu_father_tertiary,edu_father_secondary,edu_father_primary,male_student,obesity_status_mother,obesity_status_father,preobese_mother,obese_mother,preobese_father,paid_job_mother,wealth_groups,mother_age_under35,mother_age_35_44,mother_age_over44,father_age_under35,father_age_35_44,father_age_over44,normal_mother,normal_father,normal_student,policyHT3,policyHT4,policyLH2,k2,k3,k4,k5
1229,7,1,3,58.0,155.0,8,1,1,82.0,180.0,0,0,1,0,3,1,5,1,1,4,1,3,3,2,3,3,3,4.0,1,4,3,3,1,0,1,1,1,1,1,0,0,0,6,1,3,3,2,2,4,5,4,4,5,3,5,5,2,3,4,1,2,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,4,4,5,5,5,5,3,3,1,1,1,3,4,3,1,2,3,1,1,1,5,5,5,6,6,6,6,5,5,6,5,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,5,5,5,5,5,5,5,1,1,1,5,3,3,1,3,1,3,3,3,3,3,5,5,2,4,5,1,3,1,1,5,1,5,3,5,5,2,5,5,1,5,5,5,1,5,1,5,5,5,1,1,1,1,5,5,5,5,2,2,1,3,8,0,4,4,3,4,1,4,5,2,1,2,1,1,3,1,1,1,2,1,2,1,1,1,4,4,3,4,4,3,4,4,3,3,5,1,1,1,2,1,1,2,1,3,3,1,1,3,3,3,3,3,3,3,1,2,3,2,2,2,2,3,3,1,1,2,2,2,3,7,0,4,7,2,1,1,1,1,1,1,1,1,2,1,1,1,3,1,3,3,1,1,1,3,3,1,3,1,3,1,1,3,1,2,3,2,2,3,4,2,2,4,4,4,4,1,4,0,4,0,4,1,1,0,4,4,4,4,4,4,4,4,4,1,1,1,5,5,1,1,1,1,1,1,1,1,1,1,5.0,1,5.0,1,1,2,2,15,16,10,13,23,8,12,4,62,13,1,1,1,22.491,25.951999999999998,46,5,53,6,4,4,0,9.936,1,0,0,0,1,0,0,0.0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1.0,2,3,0,0,1,0,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,1.0,3.0,4.0
1230,7,1,1,75.0,165.0,8,1,1,79.0,173.0,0,1,1,0,4,2,8,1,1,6,1,4,4,2,2,1,4,4.0,2,3,3,3,0,0,1,0,1,1,1,0,0,0,7,1,5,3,5,3,5,3,3,5,3,3,5,5,3,5,5,2,2,5,5,5,4,5,5,2,4,4,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,3,3,3,3,3,2,1,1,1,1,1,1,1,3,3,3,5,5,5,5,5,5,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,1,1,1,3,3,3,1,3,3,5,5,5,5,5,5,5,5,5,5,5,5,3,5,3,4,3,4,2,5,3,5,4,5,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,5,5,2,1,1,3,8,30,1,4,2,5,1,5,2,1,1,1,4,1,3,1,1,1,1,1,2,1,1,1,3,4,4,3,4,4,5,5,4,2,5,1,1,1,2,1,1,2,1,1,1,1,1,3,3,3,2,2,3,3,3,3,3,3,3,2,3,3,3,3,2,3,5,5,5,7,5,5,7,0,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,3,1,1,1,3,1,1,3,1,3,1,1,3,2,1,3,3,2,3,5,5,5,4,2,4,0,4,3,0,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,5,5,5,1,5,5,1,5,1,5,1,1,5,5,5,4.0,1,4.0,1,1,1,1,14,19,10,11,19,8,12,5,65,13,1,1,2,30.298000000000002,30.421999999999997,32,2,39,3,4,3,1,9.955,1,0,0,1,1,1,0,0.0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1.0,4,4,0,1,0,0,3,1,0,0,0,1,0,0,0,0,1,0,0,1.0,1.0,0.0,0.0
1231,5,1,1,55.0,163.0,5,1,7,75.0,173.0,1,0,1,0,4,2,4,2,2,2,1,3,3,3,3,3,3,4.0,1,3,3,3,1,0,0,0,0,0,1,0,0,0,7,1,4,5,5,2,4,2,5,3,4,2,5,5,4,4,4,5,5,5,5,5,4,4,4,5,5,4,4,4,1,1,2,2,5,1,2,4,4,4,1,2,1,2,2,1,2,2,1,2,2,2,5,4,1,3,2,3,2,1,3,2,1,4,5,5,2,2,1,3,2,1,2,1,3,3,2,3,1,2,2,1,1,1,3,4,3,3,4,5,5,1,3,4,3,3,2,4,5,5,5,5,5,4,5,5,5,1,3,3,4,3,4,2,2,2,2,4,4,2,3,4,4,3,2,2,2,3,5,5,5,1,5,1,1,1,5,1,1,1,1,1,5,5,5,2,1,1,3,9,15,3,2,3,2,1,3,2,1,1,1,2,1,3,1,1,2,2,1,2,1,1,2,3,2,2,4,3,2,4,5,4,4,4,1,2,1,2,2,3,1,2,1,1,1,2,2,2,2,3,2,3,3,2,2,2,2,3,2,3,1,3,1,2,2,5,1,3,3,5,5,5,2,1,1,1,1,1,2,2,2,1,1,3,2,3,1,3,3,1,1,2,3,3,1,3,2,3,1,1,2,1,1,2,2,2,3,5,3,2,4,3,4,4,0,4,4,4,4,4,4,3,4,2,4,4,4,4,4,4,4,4,3,1,3,2,4,3,3,2,4,3,3,5,5,3,5,3.0,2,3.0,2,1,2,2,11,17,12,14,26,10,9,4,72,13,2,2,2,22.546999999999997,33.91,42,4,45,5,3,2,1,10.464,0,0,0,0,1,1,0,0.0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0.0,2,4,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1.0,2.0,1.0,1.0
1232,6,3,10,96.0,170.0,8,1,1,90.0,185.0,0,0,0,0,4,2,7,1,1,5,1,4,5,3,3,3,4,3.0,1,3,3,3,1,0,1,0,0,0,1,1,0,0,7,0,4,5,4,1,2,3,3,4,4,3,5,5,5,2,3,3,4,5,4,4,3,3,3,5,5,5,5,5,4,4,4,3,5,5,5,4,4,3,5,5,5,5,5,3,5,5,5,6,6,5,3,1,3,3,5,5,3,6,5,3,5,5,5,3,1,1,1,3,1,1,3,1,3,1,1,1,1,1,1,1,1,1,3,3,3,3,6,3,3,3,6,3,5,6,3,3,3,3,3,5,1,3,3,3,3,3,2,5,5,2,5,5,5,2,2,5,5,4,4,2,4,5,4,1,3,3,3,5,2,3,5,1,2,3,1,1,1,2,2,3,2,5,5,2,1,2,1,7,30,4,5,3,5,1,4,4,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,5,4,2,4,4,3,3,3,3,3,3,1,2,3,1,1,1,1,1,1,1,1,3,3,2,3,3,3,3,3,3,3,3,2,3,2,2,3,3,2,3,2,4,4,3,7,5,5,6,2,1,1,1,2,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,2,2,2,2,3,3,5,5,3,3,2,2,1,2,4,1,4,0,4,3,3,4,4,4,3,4,0,1,0,3,3,3,3,4,3,5,1,1,1,1,2,3,5,3,4,4,2.0,2,2.0,2,1,2,1,15,12,12,12,11,9,11,5,52,15,2,1,3,27.548000000000002,30.366999999999997,45,5,47,5,6,4,2,9.999,0,0,0,1,1,1,0,0.0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0.0,3,4,1,0,0,0,2,0,0,1,0,0,1,0,0,1,1,1,0,0.0,0.0,0.0,4.0
1233,5,3,10,60.0,170.0,5,1,5,90.0,180.0,0,0,0,0,5,3,3,2,2,5,2,5,4,3,3,3,3,5.0,2,4,4,4,1,0,1,0,0,0,1,0,0,0,7,1,5,2,4,2,2,2,2,4,4,2,4,4,2,4,4,2,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,5,5,6,6,6,6,6,6,5,3,1,2,1,1,2,1,1,1,3,3,3,3,1,1,1,1,1,6,6,6,6,6,3,3,3,5,5,6,6,1,3,5,5,3,5,1,5,5,3,5,5,5,5,5,2,5,5,2,3,5,5,3,2,5,5,3,5,5,1,5,1,5,5,5,1,5,1,5,5,5,1,1,1,1,5,5,3,3,2,1,2,8,10,30,5,5,3,3,1,5,3,3,1,1,4,1,4,1,1,1,1,1,2,1,1,1,3,1,3,4,4,4,3,3,2,4,2,2,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,2,2,3,3,1,3,3,2,3,3,1,3,1,1,1,5,5,5,1,5,5,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,1,1,2,1,1,1,1,3,3,3,3,3,3,3,5,4,3,4,4,4,1,3,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,5,5,1,1,1,1,1,1,5,5,1,1,4.0,1,4.0,1,1,2,2,11,10,9,10,12,11,15,6,72,11,1,1,2,20.811999999999998,24.035,33,2,40,4,5,5,0,9.741,0,0,0,0,0,0,0,0.0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1.0,2,2,0,0,0,0,3,1,0,0,0,1,0,1,1,1,1,1,0,0.0,1.0,2.0,0.0
1234,6,1,4,68.0,172.0,7,1,2,100.0,180.0,1,1,0,0,3,1,6,1,1,5,1,3,6,1,2,2,3,4.0,1,4,3,3,1,0,1,1,1,0,1,0,0,0,7,1,4,4,4,3,3,4,3,4,4,3,4,4,3,4,4,4,3,4,3,5,1,3,1,5,5,5,5,4,2,5,5,4,1,4,5,5,5,3,2,3,5,5,5,3,5,1,3,5,6,5,6,6,5,3,6,3,5,6,1,6,1,3,4,1,2,3,1,1,1,1,1,2,1,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,3,1,1,3,3,3,1,1,5,5,2,4,5,4,2,4,5,5,4,4,2,4,3,1,1,3,1,5,4,2,1,4,1,4,4,4,1,1,1,1,3,4,3,3,2,1,1,2,9,30,1,1,3,3,1,1,3,2,1,1,2,1,4,1,1,1,2,1,1,1,1,1,3,2,1,4,3,2,4,3,4,1,5,1,3,1,1,2,3,1,1,1,1,1,1,3,3,1,2,2,3,2,1,3,3,1,1,1,1,1,3,1,2,1,1,3,3,5,0,0,5,7,1,1,3,3,1,1,1,1,3,1,1,3,3,1,3,3,1,1,1,3,3,1,3,1,3,1,1,2,3,3,1,1,1,1,3,3,3,0,2,1,4,0,0,0,4,0,4,4,1,4,4,4,4,4,4,4,4,4,0,5,5,5,1,5,1,5,1,5,5,1,5,1,1,5,3.0,1,3.0,1,1,2,2,10,16,15,14,25,8,10,2,52,10,3,2,3,23.046999999999997,32.271,39,3,46,5,4,3,1,10.533,1,0,0,0,1,1,0,0.0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1.0,2,4,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0.0,1.0,2.0,0.0
1235,7,3,10,55.0,167.0,8,1,1,78.0,177.0,0,0,1,0,5,3,7,1,1,4,1,3,4,3,3,3,3,5.0,2,4,4,4,1,0,1,0,1,0,1,0,0,0,6,1,2,1,3,4,4,1,5,3,2,4,1,5,5,4,4,3,2,5,5,5,4,4,5,5,5,5,5,1,1,5,5,5,5,4,5,5,5,5,6,6,1,1,1,1,5,5,5,5,1,5,5,1,5,5,6,6,5,3,1,1,3,1,1,5,3,1,1,2,3,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,3,3,1,1,3,3,1,1,3,2,1,1,1,3,3,5,5,2,4,1,1,1,2,5,1,1,2,5,5,5,2,5,1,3,1,2,5,1,5,1,5,1,1,2,3,3,1,1,1,3,5,3,1,1,1,1,2,2,2,1,9,30,5,5,2,2,1,2,2,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,5,4,3,5,3,1,3,4,3,4,4,1,2,1,1,3,2,3,2,1,3,2,2,3,2,1,2,1,3,3,1,2,3,3,2,2,1,3,3,1,3,2,1,4,1,5,0,0,7,3,2,1,2,1,3,2,1,2,1,1,3,2,1,2,3,3,2,2,1,2,2,3,3,3,1,2,1,2,1,3,2,2,1,3,1,2,3,2,1,3,2,0,2,3,4,0,1,4,1,3,2,1,2,3,2,1,1,2,1,1,2,2,3,2,4,2,3,1,2,3,2,3,3,2,3.0,1,4.0,1,1,2,2,17,14,15,18,20,16,11,3,39,10,1,1,2,17.211,28.345,38,3,44,4,5,3,2,10.111,0,0,0,0,1,0,0,-1.0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1.0,2,3,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0.0,1.0,2.0,3.0
1236,7,1,2,55.0,160.0,7,1,2,96.0,185.0,0,0,1,1,4,1,5,2,1,4,1,3,5,3,3,3,3,2.0,1,3,3,3,1,0,1,1,1,1,1,0,0,0,7,1,5,2,5,2,4,4,4,5,4,4,5,5,4,2,5,4,2,4,3,4,2,2,3,5,5,5,2,4,4,5,5,2,4,1,4,3,3,4,3,3,1,3,5,3,6,6,3,1,5,3,1,6,6,6,1,6,3,6,6,1,3,5,3,3,2,3,2,1,2,2,3,1,3,2,1,1,1,1,1,1,3,2,3,1,1,1,1,1,1,1,1,1,1,1,5,3,3,3,3,5,3,1,3,5,5,5,3,5,5,2,5,4,5,2,5,5,5,5,5,4,3,2,2,5,3,1,2,5,1,2,4,2,2,4,1,1,1,2,1,1,1,1,1,2,5,2,1,9,16,2,2,2,2,1,2,5,3,1,1,2,1,4,1,1,1,1,1,1,1,1,2,3,4,2,3,4,4,5,5,3,2,4,1,1,1,2,1,1,1,2,2,1,1,1,2,1,1,3,3,3,3,2,3,3,1,2,1,1,1,3,1,1,1,5,3,2,3,0,0,6,1,2,1,1,1,2,1,1,2,3,1,2,3,2,1,1,3,1,1,1,1,2,1,2,3,2,1,1,3,1,3,2,2,1,2,5,3,2,1,2,3,2,4,1,4,2,1,2,0,0,2,3,3,2,3,0,0,0,2,1,2,1,1,5,5,1,4,5,1,1,5,3,2,3,4,6.0,2,4.0,2,1,2,1,12,17,14,10,18,10,11,3,31,14,3,3,3,31.555999999999997,28.394000000000002,43,4,47,5,7,5,2,9.689,1,0,0,1,1,0,1,2.0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0.0,4,3,0,1,1,1,3,0,1,0,0,0,1,0,0,0,1,1,0,1.0,2.0,0.0,2.0
1237,7,1,1,78.0,170.0,7,1,2,80.0,165.0,1,1,1,0,4,2,6,1,1,6,1,4,3,3,3,3,4,3.0,2,3,3,3,1,1,1,1,1,1,1,1,1,1,7,1,4,5,4,3,2,3,4,3,4,3,4,5,2,4,5,1,3,2,4,2,4,4,4,4,4,4,1,1,1,5,5,1,4,1,1,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,3,3,3,2,2,2,2,1,3,1,3,3,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,5,3,3,3,5,5,3,5,5,5,5,5,5,3,3,2,4,4,1,5,4,4,2,4,3,1,2,1,3,3,1,1,1,5,1,3,2,1,2,1,1,2,5,5,5,1,1,5,5,2,1,2,2,9,0,3,5,5,5,1,5,5,1,1,1,1,1,3,1,1,1,2,1,2,1,1,1,4,3,1,4,4,2,2,4,4,4,2,2,1,2,1,1,2,1,1,1,2,3,4,2,3,3,2,2,3,1,3,2,1,2,2,2,1,3,3,2,1,1,1,3,4,3,5,5,0,1,1,1,1,2,1,1,3,1,2,1,3,1,1,1,3,1,1,1,1,3,1,1,3,1,3,1,1,3,3,3,2,2,3,3,1,1,1,3,2,1,1,4,3,2,3,3,3,4,3,4,1,3,4,4,0,4,4,4,3,1,1,1,4,4,1,2,3,3,1,2,3,4,1,1,6.0,1,4.0,1,1,1,1,12,12,13,15,19,8,14,5,55,11,1,1,1,28.65,21.535,41,4,47,5,5,3,2,10.207,1,0,0,1,0,0,1,2.0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1.0,3,2,1,0,0,0,2,0,1,0,0,0,1,0,1,0,1,1,0,1.0,2.0,0.0,2.0
1238,5,3,10,52.0,165.0,4,1,2,75.0,180.0,0,0,1,0,5,3,7,1,1,3,1,3,5,1,3,3,3,2.0,2,5,5,3,1,0,1,1,1,0,1,0,1,0,7,1,4,4,4,4,4,4,4,5,4,3,4,4,3,3,4,3,3,4,4,4,3,3,3,4,4,4,2,4,4,4,4,2,2,1,1,4,4,4,3,3,3,3,3,1,3,3,3,1,3,5,5,5,3,5,6,3,5,1,3,3,5,3,3,1,2,3,2,1,2,2,1,1,2,1,2,2,1,2,1,1,2,1,3,1,3,1,1,3,3,1,1,5,3,1,3,5,3,3,3,3,1,5,5,3,3,3,3,4,4,2,4,4,2,2,2,4,4,4,4,2,3,2,4,1,2,3,1,4,1,1,2,3,3,3,1,1,3,4,1,1,3,3,3,2,3,2,1,8,0,2,3,4,3,1,4,5,2,1,1,3,1,3,1,1,1,2,1,2,1,1,1,4,3,3,4,3,4,5,5,4,1,5,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,3,2,1,1,4,3,4,7,0,0,7,2,1,1,1,1,1,1,1,1,2,1,1,3,3,1,3,3,1,1,1,3,3,1,2,1,3,1,1,3,3,3,3,1,1,3,4,4,4,3,2,3,4,0,2,1,1,0,1,4,3,2,2,1,2,4,1,1,2,2,1,2,2,2,4,4,2,4,2,2,3,4,4,2,2,2,6.0,1,5.0,1,1,2,1,14,19,10,9,24,8,15,2,38,15,2,3,3,18.305999999999997,30.274,42,4,49,5,6,2,4,10.335,1,0,0,0,1,1,1,1.0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1.0,2,4,0,0,0,1,3,0,1,0,0,0,1,1,0,0,1,1,0,0.0,0.0,3.0,4.0
1239,4,3,10,55.0,170.0,5,1,5,80.0,182.0,0,0,0,1,7,2,4,1,1,3,1,3,4,3,3,3,3,3.0,1,3,3,3,1,0,0,0,0,0,1,0,1,0,7,0,1,2,4,4,2,2,2,5,3,3,5,5,3,4,2,2,4,4,5,5,3,5,5,5,4,5,2,5,5,5,5,4,5,1,1,5,5,5,3,5,3,5,3,5,5,3,5,6,1,6,3,5,3,5,5,6,5,6,5,3,5,5,3,5,2,1,1,3,1,3,1,1,3,2,1,1,3,1,3,1,1,1,3,5,3,3,3,5,5,3,3,3,5,3,3,3,1,3,3,3,3,3,3,3,3,3,3,5,4,3,5,5,4,4,5,5,4,4,5,4,3,5,3,3,5,4,3,3,5,3,4,2,3,5,3,4,5,3,1,5,5,5,5,2,1,2,1,10,0,4,4,3,3,1,2,2,1,1,1,1,2,2,2,2,1,2,2,2,1,1,2,4,3,2,4,4,3,5,5,4,1,4,1,1,1,1,1,1,1,3,1,1,1,1,3,3,2,3,3,3,3,3,3,3,2,2,1,1,3,3,1,1,1,5,5,5,7,5,5,3,0,1,1,1,1,1,1,1,1,1,1,1,3,3,1,3,3,1,1,1,3,3,1,3,1,3,1,2,2,3,3,3,1,1,3,5,5,5,4,4,4,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,2,5,5,2,1,5,5,5,4,3,3,3,3,4.0,2,3.0,2,1,2,2,13,18,9,9,25,8,14,2,73,15,1,1,1,24.444000000000003,23.148000000000003,36,3,38,3,4,3,1,10.415,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0.0,2,2,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0.0,1.0,2.0,0.0
1240,3,3,10,60.0,165.0,5,1,2,95.0,175.0,1,1,1,0,5,3,4,1,1,4,1,3,7,2,3,4,2,4.0,2,4,3,2,0,0,0,0,0,0,1,0,0,0,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,5,1,4,4,4,4,3,3,5,5,5,5,5,1,5,5,5,1,1,1,3,3,5,5,5,3,5,5,5,5,5,5,1,3,1,3,1,2,3,1,3,1,3,3,1,1,1,1,1,1,5,5,3,3,3,5,5,3,5,5,5,5,1,3,3,3,1,1,1,3,5,3,3,3,2,5,5,3,4,5,4,3,5,5,5,4,2,1,4,1,5,1,1,5,1,5,1,5,3,5,1,1,1,5,5,5,5,1,1,5,5,2,1,2,2,8,30,1,5,4,3,1,2,2,2,1,2,3,1,2,1,1,1,2,1,2,1,1,2,5,3,2,5,5,5,4,4,4,1,4,2,2,1,1,3,2,1,1,1,1,1,1,2,2,2,1,1,1,2,2,1,2,1,2,2,1,3,3,1,1,1,5,3,2,5,5,1,3,1,1,1,2,1,2,1,1,1,2,1,1,1,3,1,3,3,1,1,1,3,2,1,3,1,3,1,1,2,1,1,1,2,2,3,5,3,3,2,1,2,3,4,2,3,0,0,0,2,1,1,2,0,1,1,1,1,3,0,1,1,4,3,4,3,1,3,4,1,4,3,3,1,1,3,4.0,2,3.0,2,1,2,2,15,16,12,14,22,8,8,4,24,7,2,2,3,29.296999999999997,32.525999999999996,37,3,46,5,4,2,2,10.398,1,0,0,1,1,1,1,1.0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0.0,3,4,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0.0,0.0,3.0,4.0
